projection_season,player_id,player_name,position,nfl_team,adp_segment,normalized_adp,weight,projected_perceived_value,projected_winning_bid,expected_reg_points,expected_reg_ppg,expected_points_per_1000_bid
2026,15979,"Dicker, Cameron",PK,LAC,NON_IDP,400.0,0.05,1900.3,1900.3,59.54,5.803,31.332
2026,12842,"Dixon, Riley",PN,TBB,NON_IDP,400.0,0.05,1900.3,1900.3,105.44,7.834,55.486
2026,12860,"Fairbairn, Ka'imi",PK,HOU,NON_IDP,400.0,0.05,1900.3,1900.3,59.54,5.803,31.332
2026,17213,"Hawes, Jackson",TE,BUF,NON_IDP,400.0,0.05,1900.3,1900.3,86.03,6.054,45.272
2026,14143,"Knox, Dawson",TE,BUF,NON_IDP,400.0,0.05,1900.3,1900.3,86.03,6.054,45.272
2026,13116,"Mahomes, Patrick",QB,KCC,NON_IDP,1.9166666666666665,0.7223151185146153,27452.34,27452.34,265.49,19.514,9.671
2026,15252,"Mills, Davis",QB,HOU,NON_IDP,400.0,0.05,1900.3,1900.3,191.17,15.162,100.6
2026,16703,"Phillips, Andru",CB,NYG,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,14896,"Queen, Patrick",LB,PIT,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13629,"Ridley, Calvin",WR,TEN,NON_IDP,21.5,0.21566554640687682,8196.59,8196.59,107.7,7.95,13.14
2026,16231,"Sanders, Drew",LB,DEN,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16221,"Schoonmaker, Luke",TE,DAL,NON_IDP,400.0,0.05,1900.3,1900.3,86.03,6.054,45.272
2026,15428,"Sherwood, Jamien",LB,NYJ,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,14080,"Singletary, Devin",RB,NYG,NON_IDP,25.166666666666668,0.19933664825552863,7576.0,7576.0,82.63,6.292,10.907
2026,16228,"Smith, Nolan",DE,PHI,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
